payroll_batch_id,pay_period,employee_id,employee_name,department,employment_status,salary_inr,bonus_inr,total_payout_inr,bank_account,previous_bank_account,bank_account_changed,fraud_type,risk_level
PAY-2026-08-10,2026-08-01 to 2026-08-31,EMP-1186,Karan Joshi,Sales,active,75000,0,75000,XXXXXX9553,,No,None,Low
PAY-2026-08-10,2026-08-01 to 2026-08-31,EMP-1187,Meera Rao,HR,active,65000,0,65000,XXXXXX3782,,No,None,Low
PAY-2026-08-10,2026-08-01 to 2026-08-31,EMP-1188,Dev Mehta,Marketing,active,55000,0,55000,XXXXXX9940,XXXXXX4501,Yes,Recent bank-account change,High
PAY-2026-08-10,2026-08-01 to 2026-08-31,EMP-1189,Arjun Joshi,Sales,active,45000,0,45000,XXXXXX2904,,No,None,Low
PAY-2026-08-10,2026-08-01 to 2026-08-31,EMP-1190,Ishita Joshi,Support,active,45000,0,45000,XXXXXX7922,,No,None,Low
PAY-2026-08-10,2026-08-01 to 2026-08-31,EMP-1191,Neha Kapoor,HR,active,125000,0,125000,XXXXXX8885,,No,None,Low
PAY-2026-08-10,2026-08-01 to 2026-08-31,EMP-1192,Neha Verma,Marketing,active,95000,0,95000,XXXXXX8896,,No,None,Low
PAY-2026-08-10,2026-08-01 to 2026-08-31,EMP-9999,Kabir Joshi,Sales,active,160000,0,160000,XXXXXX3333,,No,Suspicious/ghost employee ID,Critical
PAY-2026-08-10,2026-08-01 to 2026-08-31,EMP-1194,Arjun Mehta,Marketing,active,75000,0,75000,XXXXXX3029,,No,None,Low
PAY-2026-08-10,2026-08-01 to 2026-08-31,EMP-1195,Vikram Das,HR,active,1000000,0,1000000,XXXXXX5968,,No,Suspicious round-number payment,High
PAY-2026-08-10,2026-08-01 to 2026-08-31,EMP-1196,Ishita Kapoor,Sales,active,85000,0,85000,XXXXXX9809,,No,None,Low
PAY-2026-08-10,2026-08-01 to 2026-08-31,EMP-1197,Priya Kumar,HR,active,55000,0,55000,XXXXXX1762,,No,None,Low
PAY-2026-08-10,2026-08-01 to 2026-08-31,EMP-1198,Manav Sharma,Operations,active,140000,0,140000,XXXXXX3721,,No,None,Low
PAY-2026-08-10,2026-08-01 to 2026-08-31,EMP-1199,Aditya Das,Operations,active,55000,0,55000,XXXXXX7423,,No,None,Low
PAY-2026-08-10,2026-08-01 to 2026-08-31,EMP-1200,Rohan Mehta,Sales,active,140000,0,140000,XXXXXX9850,,No,None,Low
