employee_id,first_name,last_name,email,department,base_salary,gross_salary,net_salary,bonus,previous_salary,salary_increase_pct,bank_account_no,bank_account_changed,employment_status,is_ghost,overtime_hours,reimbursements,attendance_days
EMP-1159,Simran,Bhatnagar,simran.bhatnagar159@company.com,HR,79247.0,79337.0,65056.34,0.0,79247.0,0.0,XXXXXX1159,False,active,False,2.0,150.0,22
EMP-1160,Swati,Saxena,swati.saxena160@company.com,Operations,83569.0,83659.0,68600.38,0.0,83569.0,0.0,XXXXXX1160,False,active,False,2.0,0.0,22
EMP-1161,Varun,Bhatnagar,varun.bhatnagar161@company.com,Engineering,84952.0,85222.0,69882.04,0.0,84952.0,0.0,XXXXXX1161,False,active,False,6.0,0.0,22
EMP-1162,Manish,Patel,manish.patel162@company.com,HR,62343.0,62613.0,51342.66,0.0,62343.0,0.0,XXXXXX1162,False,active,False,6.0,0.0,22
EMP-1163,Ananya,Joshi,ananya.joshi163@company.com,Finance,81175.0,81175.0,66563.5,0.0,81175.0,0.0,XXXXXX1163,False,active,False,0.0,0.0,22
EMP-1164,Arjun,Chopra,arjun.chopra164@company.com,Customer Support,90178.0,90358.0,74093.56,0.0,90178.0,0.0,XXXXXX1164,False,active,False,4.0,150.0,22
EMP-1165,Ishita,Verma,ishita.verma165@company.com,HR,63881.0,64151.0,52603.82,0.0,63881.0,0.0,XXXXXX1165,False,active,False,6.0,0.0,22
EMP-1166,Amit,Saxena,amit.saxena166@company.com,Sales,90048.0,90048.0,73839.36,0.0,90048.0,0.0,XXXXXX1166,False,active,False,0.0,0.0,22
EMP-1167,Sonam,Choudhury,sonam.choudhury167@company.com,HR,72861.0,72861.0,59746.02,0.0,72861.0,0.0,XXXXXX1167,False,active,False,0.0,300.0,22
EMP-1168,Sneha,Gupta,sneha.gupta168@company.com,Operations,54321.0,54321.0,44543.22,0.0,54321.0,0.0,XXXXXX1168,False,active,False,0.0,0.0,22
EMP-1169,Ananya,Rao,ananya.rao169@company.com,Operations,73780.0,73780.0,60499.6,0.0,73780.0,0.0,XXXXXX1169,False,active,False,0.0,150.0,22
EMP-1170,Amit,Rao,amit.rao170@company.com,Legal,62841.0,63021.0,51677.22,0.0,62841.0,0.0,XXXXXX1170,False,active,False,4.0,300.0,22
EMP-1171,Tanvi,Saxena,tanvi.saxena171@company.com,Sales,84192.0,84192.0,69037.44,0.0,84192.0,0.0,XXXXXX1171,False,active,False,0.0,150.0,22
EMP-1172,Kavya,Reddy,kavya.reddy172@company.com,Operations,46695.0,46695.0,38289.9,0.0,46695.0,0.0,XXXXXX1172,False,active,False,0.0,0.0,22
EMP-1173,Deepika,Choudhury,deepika.choudhury173@company.com,Engineering,89058.0,89418.0,73322.76,0.0,89058.0,0.0,XXXXXX1173,False,active,False,8.0,0.0,22
EMP-1174,Varun,Verma,varun.verma174@company.com,Finance,75834.0,76014.0,62331.48,0.0,75834.0,0.0,XXXXXX1174,False,active,False,4.0,450.0,22
EMP-1175,Aarav,Bose,aarav.bose175@company.com,Finance,83360.0,83450.0,68429.0,0.0,83360.0,0.0,XXXXXX1175,False,active,False,2.0,450.0,22
EMP-1176,Gaurav,Malhotra,gaurav.malhotra176@company.com,Sales,75802.0,75802.0,62157.64,0.0,75802.0,0.0,XXXXXX1176,False,active,False,0.0,150.0,22
EMP-1177,Siddharth,Reddy,siddharth.reddy177@company.com,Sales,55539.0,55539.0,45541.98,0.0,55539.0,0.0,XXXXXX1177,False,active,False,0.0,150.0,22
EMP-1178,Amit,Malhotra,amit.malhotra178@company.com,Operations,88423.0,88513.0,72580.66,0.0,88423.0,0.0,XXXXXX1178,False,active,False,2.0,300.0,22
EMP-1179,Neha,Saxena,neha.saxena179@company.com,Sales,65612.0,65612.0,53801.84,0.0,65612.0,0.0,XXXXXX1179,False,active,False,0.0,0.0,22
EMP-1180,Priya,Deshmukh,priya.deshmukh180@company.com,Engineering,88100.0,88460.0,72537.2,0.0,88100.0,0.0,XXXXXX1180,False,active,False,8.0,300.0,22
EMP-1181,Aarav,Chopra,aarav.chopra181@company.com,Engineering,57293.0,57473.0,47127.86,0.0,57293.0,0.0,XXXXXX1181,False,active,False,4.0,0.0,22
EMP-1182,Simran,Malhotra,simran.malhotra182@company.com,Customer Support,94806.0,94806.0,77740.92,0.0,94806.0,0.0,XXXXXX1182,False,active,False,0.0,0.0,22
EMP-1183,Aditya,Iyer,aditya.iyer183@company.com,Finance,63876.0,63966.0,52452.12,0.0,63876.0,0.0,XXXXXX1183,False,active,False,2.0,450.0,22
EMP-1184,Tanvi,Singh,tanvi.singh184@company.com,Engineering,86289.0,86469.0,70904.58,0.0,86289.0,0.0,XXXXXX1184,False,active,False,4.0,0.0,22
EMP-1185,Amit,Mehta,amit.mehta185@company.com,Operations,81099.0,81099.0,66501.18,0.0,81099.0,0.0,XXXXXX1185,False,active,False,0.0,300.0,22
EMP-1186,Riya,Kapoor,riya.kapoor186@company.com,HR,52435.0,52525.0,43070.5,0.0,52435.0,0.0,XXXXXX1186,False,active,False,2.0,0.0,22
EMP-1187,Rahul,Gupta,rahul.gupta187@company.com,Customer Support,91963.0,91963.0,75409.66,0.0,91963.0,0.0,XXXXXX1187,False,active,False,0.0,300.0,22
EMP-1188,Amit,Bose,amit.bose188@company.com,Legal,76621.0,76711.0,62903.02,0.0,76621.0,0.0,XXXXXX1188,False,active,False,2.0,0.0,22
EMP-1189,Aarav,Iyer,aarav.iyer189@company.com,Finance,70138.0,70138.0,57513.16,0.0,70138.0,0.0,XXXXXX1189,False,active,False,0.0,300.0,22
EMP-1190,Dev,Gupta,dev.gupta190@company.com,Sales,63104.0,63464.0,52040.48,0.0,63104.0,0.0,XXXXXX1190,False,active,False,8.0,150.0,22
EMP-1191,Siddharth,Trivedi,siddharth.trivedi191@company.com,Operations,45168.0,45168.0,37037.76,0.0,45168.0,0.0,XXXXXX1191,False,active,False,0.0,450.0,22
EMP-1192,Ishita,Choudhury,ishita.choudhury192@company.com,Customer Support,54738.0,54828.0,44958.96,0.0,54738.0,0.0,XXXXXX1192,False,active,False,2.0,300.0,22
EMP-1193,Tanvi,Nair,tanvi.nair193@company.com,Marketing,81170.0,81530.0,66854.6,0.0,81170.0,0.0,XXXXXX1193,False,active,False,8.0,300.0,22
EMP-1194,Kabir,Saxena,kabir.saxena194@company.com,Marketing,57363.0,57633.0,47259.06,0.0,57363.0,0.0,XXXXXX1194,False,active,False,6.0,0.0,22
EMP-1195,Varun,Deshmukh,varun.deshmukh195@company.com,HR,71920.0,71920.0,58974.4,0.0,71920.0,0.0,XXXXXX1195,False,active,False,0.0,0.0,22
EMP-1196,Kavya,Malhotra,kavya.malhotra196@company.com,Legal,70302.0,70572.0,57869.04,0.0,70302.0,0.0,XXXXXX1196,False,active,False,6.0,450.0,22
EMP-1197,Vikram,Malhotra,vikram.malhotra197@company.com,Engineering,53273.0,53453.0,43831.46,0.0,53273.0,0.0,XXXXXX1197,False,active,False,4.0,300.0,22
EMP-1198,Siddharth,Singh,siddharth.singh198@company.com,Customer Support,51534.0,51714.0,42405.48,0.0,51534.0,0.0,XXXXXX1198,False,active,False,4.0,150.0,22
EMP-1199,Arjun,Gupta,arjun.gupta199@company.com,Legal,87911.0,87911.0,72087.02,0.0,87911.0,0.0,XXXXXX1199,False,active,False,0.0,0.0,22
EMP-1200,Tanvi,Bose,tanvi.bose200@company.com,Marketing,85845.0,86115.0,70614.3,0.0,85845.0,0.0,XXXXXX1200,False,active,False,6.0,150.0,22
EMP-1042,Karan,Iyer,karan.iyer42@company.com,Finance,92405.0,62000.0,75919.7,0.0,92405.0,0.0,XXXXXX1042,False,active,False,4.0,300.0,22
